Collection_Code,Formula,Prototype
94284,MgF2,PdF2(cP12)
643214,Mn2P,ZrNiAl#Fe2P
634088,YFe2,Laves(cub)#MgCu2
164396,Mn2As,Cu2Sb
199233,NdGe2,ThSi2
640709,YbIn2,CaIn2
172292,SiO2,Coesite#SiO2
260148,Ag2Se,Ag2Se
79640,GeO2,Quartz(low)#SiO2
642678,NdMg2,Laves(cub)#MgCu2
102775,HfCr2,Laves(cub)#MgCu2
615913,BaH2,Cotunnite#PbCl2
50239,USe2,ZrNiAl#Fe2P
80568,IrS2,IrS2
15003,FeSb2,Marcasite#FeS2(oP6)
409428,Mg2Pb,Fluorite#CaF2
180951,PbF2,Fluorite#CaF2
624270,NbCo2,Laves(2H)#MgZn2
622615,DyCo2,Laves(cub)#MgCu2
180945,Mg2Si,Fluorite#CaF2
41446,SiO2,Quartz(low)#SiO2
121635,TiO2,Anatase#TiO2
647099,YNi2,Laves(cub)#MgCu2
642687,MgNi2,Laves(4H)#MgNi2
58671,BaPd2,Laves(cub)#MgCu2
29088,UO2,Fluorite#CaF2
620994,CeFe2,Laves(cub)#MgCu2
24584,H2Se,Fluorite#CaF2
42601,CrSb2,Marcasite#FeS2(oP6)
631899,GdFe2,Laves(cub)#MgCu2
56674,SnO2,Rutile#TiO2
43279,LaTe2,PrOI
6024,CuF2,CuF2
52374,RuS2,Pyrite#FeS2(cP12)
621320,CeMg2,ThZr2Hx-frame
42173,CdI2,CdI2(hR12)
2256,Pu2Pt,Co2Si
198688,HoCo2,Laves(cub)#MgCu2
199596,TmNi2,MgCu2(filled)-frame
625620,YCo2,Laves(cub)#MgCu2
639209,SmHg2,Cd2Ce
42615,P2Rh,FeAsS#CoSb2
80540,TaS2,NbS2(SmS)1.19_misfit(NbS2_part)
634010,UFe2,Laves(cub)#MgCu2
112298,Fe2P,TiNiSi#MgSrSi
15070,OsO2,Rutile#TiO2
640949,IrS2,Pyrite#FeS2(cP12)
42896,DyC2,CaC2-I(I4/mmm)
53743,Ni2Ge,Co2Si
280742,SiO2,Zeolite-IFR-frame#Si32O64
196826,SrCl2,Fluorite#CaF2
58602,Th2Au,CuAl2
609385,SmAl2,Laves(cub)#MgCu2
199,VO2,VO2(HT)
634004,UFe2,Laves(cub)#MgCu2
105928,SmRh2,Laves(cub)#MgCu2
180936,ZrO2,Zirconia#ZrO2(HT)
151389,Mg2Ge,Fluorite#CaF2
42114,FeAs2,Marcasite#FeS2(oP6)
52307,SrSb2,CaSb2
56161,LaC2,CaC2-I(I4/mmm)
34928,SiO2,Cristobalite#SiO2
86142,TaTe2,NbTe2
632449,LuFe2,Laves(cub)#MgCu2
105914,RhS2,Pyrite#FeS2(cP12)
56175,TbH2,Fluorite#CaF2
169602,TiH2,ThH2
631140,ErSi2,AlB2
640961,Sb2Ir,FeAsS#CoSb2
198610,BaSi2,BaSi2#EuGe2
103430,EuPt2,Laves(cub)#MgCu2
160815,UO2,Brookite#TiO2
639291,UHg2,CaHg2
68702,NbS2,NbS2
644246,MoS2,MoS2(4H)
614317,GdB2,AlB2
60438,K2O,Fluorite#CaF2
100893,NiSe2,Pyrite#FeS2(cP12)
659217,SnS2,CdI2(hP3)
646337,NiS2,Pyrite#FeS2(cP12)
629928,DyMn2,Laves(cub)#MgCu2
151362,Mg2Sn,Fluorite#CaF2
202782,CdO2,Cd(OH)2
653074,TiTe2,CdI2(hP3)
143996,AlCr2,AlCr2#MoSi2
633780,TaFe2,Laves(2H)#MgZn2
197279,HfSn2,CrSi2
651663,ThSb2,PrOI
195308,HfSe2,CdI2(hP3)
62561,D2Ba,Cotunnite#PbCl2
614,GeSe2,GeS2(HT)
246856,Fe2P,ZrNiAl#Fe2P
102706,Ti2Co,Laves(cub)#MgCu2
181369,CoO2,CoO2
1089,TiSi2,TiSi2
106560,NdCu2,CeCu2
607357,ErAl2,Laves(cub)#MgCu2
157049,HoCo2,Laves(cub)#MgCu2
625479,TiCo2,Laves(cub)#MgCu2
18030,GeF2,SnF2
191393,MgB2,AlB2
55130,Rb2Te,Ni2In#Co1.75Ge
106789,Ho2In,Ni2In#Co1.75Ge
611904,GdAu2,AlCr2#MoSi2
8244,NbO2,NbO2
246315,D2Mg,Rutile#TiO2
415270,PbO2,PbO2#Fe2N.94
259235,SmFe2,NdCo2
55124,Rb2Te,Ni2In#Co1.75Ge
634560,LuGa2,CeCu2
105294,Nd2Tl,Ni2In#Co1.75Ge
621623,CeNi2,Laves(cub)#MgCu2
86354,NiS2,Pyrite#FeS2(cP12)
617391,Co2C,Fe2C
82654,UTe2,UTe2
199095,Te2Os,Pyrite#FeS2(cP12)
80043,ZrO2,Baddeleyite#ZrO2(mP12)
9166,FeF2,Rutile#TiO2
42316,CdI2,CdI2(hP51)
14144,CoF2,Rutile#TiO2
55118,Rb2Te,Ni2In#Co1.75Ge
1248,In2Bi,Ni2In#Co1.75Ge
106979,UAl2,Laves(4H)#MgNi2
156196,SiO2,Quartz(low)#SiO2
612216,Nd2Au,Co2Si
759773,MnO2,CaCl2
108001,NaAu2,Laves(cub)#MgCu2
23703,D2O,H2O(II)
151174,GaAg2,ZrNiAl#Mg2In
640544,Sm2In,Ni2In#Co1.75Ge
649206,PrPt2,Laves(cub)#MgCu2
198360,YFe2,Laves(cub)#MgCu2
642353,Li2Se,Fluorite#CaF2
759767,MnO2,CaCl2
199718,GdPt2,Laves(cub)#MgCu2
602011,ErFe2,Laves(cub)#MgCu2
186638,FeSb2,CuAl2
105257,NbZn2,Laves(4H)#MgNi2
258842,GeN2,Pyrite#FeS2(cP12)
62993,ZrO2,Baddeleyite#ZrO2(mP12)
638399,YNi2,MgCu2(filled)-frame
150518,YOs2,Laves(2H)#MgZn2
101031,CsBi2,Laves(cub)#MgCu2
609144,Al2Pt,Fluorite#CaF2
653510,ZrZn2,Laves(cub)#MgCu2
102510,LaCo2,Laves(cub)#MgCu2
608272,LaAl2,Laves(cub)#MgCu2
74667,LaC2,CaC2-I(I4/mmm)
102276,CeRu2,Laves(cub)#MgCu2
645414,NbSi2,CrSi2
16948,MoSe2,MoS2(3R)
104613,KPb2,Laves(2H)#MgZn2
637928,SmGe2,ThSi2
631381,EuMg2,Laves(2H)#MgZn2
608266,LaAl2,Laves(cub)#MgCu2
150524,ErRu2,Laves(2H)#MgZn2
10487,BPd2,Fe2C
39015,SiO2,"Mordenite-frame#(Ca,Na2,K2)Al2Si10O24(H2O)7"
103785,Ga2Os,TiSi2
614908,NbB2,AlB2
18144,NbSb2,NbSb2
630666,ErRu2,Mn2ZrHx-frame#MgZn2
35968,PbO2,Rutile#TiO2
636217,GdPt2,Laves(cub)#MgCu2
618840,Ta2C,CdI2(hP3)
626776,CrSi2,CrSi2
609795,AmPt2,Laves(cub)#MgCu2
252200,SnS2,CdI2(hP3)
611864,Ga2Au,Fluorite#CaF2
106831,GdPd2,Laves(cub)#MgCu2
652949,TbTc2,Laves(2H)#MgZn2
637135,Ge2Mo,AlCr2#MoSi2
150487,UFe2,Laves(cub)#MgCu2
646914,NiTe2,BaSi2#EuGe2
197872,La2Bi,La2Sb
248516,CaSi2,CaSi2(hR6)
198599,FeTe2,Marcasite#FeS2(oP6)
201116,PbF2,SmF2
42262,CdI2,CdI2(hP27)
23688,TmC2,CaC2-I(I4/mmm)
42276,CdI2,CdI2(hR18)
89661,SiO2,Quartz(low)#SiO2
638574,Hf2Ir,Ti2Ni
144380,HgBr2,HgBrCl
633421,ScFe2,Laves(4H)#MgNi2
58548,Mn2Au,AlCr2#MoSi2
161896,NiO2,Brucite#Mg(OH)2
42510,PbI2,"CdI2(hR12,R3-m)"
96027,NbSi2,CrSi2
72438,Te2Au,AuTe2
73726,NiF2,Rutile#TiO2
197655,Mo2C,hcp(filled)#Nb2N
103746,HoGa2,AlB2
260503,ErCo2,MgCu2(filled)-frame
104997,UMn2,NdCo2
198200,SiP2,Pyrite#FeS2(cP12)
168681,ErSn2,ZrSi2
42289,CdI2,CdI2(hP42)
618883,TbC2,CaC2-I(I4/mmm)
104983,TbNi2,Laves(cub)#MgCu2
197899,Pr2Tl,Ni2In#Co1.75Ge
52924,CmH2,Fluorite#CaF2
39175,SnO2,Rutile#TiO2
162390,NdO2,YOOH
24642,SiNi2,Ni2In#Co1.75Ge
184173,NdMn2,NdMn2Hx(C2/m11)
108149,BaRh2,Laves(cub)#MgCu2
104773,Li2Pd,CaHg2
16828,KO2,K(H2O)(OH)
2190,BaCl2,ZrNiAl#Fe2P
105479,Zr2Ni,CuAl2
626951,ZrCr2,Laves(2H)#MgZn2
7956,ZrTe2,CdI2(hP3)
633384,FeSb2,Marcasite#FeS2(oP6)
60014,PbF2,Fluorite#CaF2
199888,TiFe2,Laves(2H)#MgZn2
77568,W2C,W2C(hP3)
196563,CeAl2,Laves(cub)#MgCu2
105848,YbPt2,Laves(cub)#MgCu2
623418,Co2Ge,Ni2In#Co1.75Ge
638986,HfV2,Laves(cub)#MgCu2
252770,CaC2,CaC2-III(C12/m1)
620677,CeCo2,Laves(cub)#MgCu2
57451,ZrO2,Baddeleyite#ZrO2(mP12)
197494,ThAl2,Laves(cub)#MgCu2
196946,NdAl2,Laves(cub)#MgCu2
197480,HoGa2,AlB2
650384,Sn2Rh,PdSn2
252764,CaC2,CaC2-III(C12/m1)
100924,RuS2,Pyrite#FeS2(cP12)
158597,GeO2,Rutile#TiO2
33841,TiO2,Rutile#TiO2
108388,MgCu2,Laves(cub)#MgCu2
30390,MgTe2,Pyrite#FeS2(cP12)
56015,MnS2,Pyrite#FeS2(cP12)
27834,SiO2,Quartz(low)#SiO2
634158,ZrFe2,Laves(cub)#MgCu2
633151,PrFe2,Laves(cub)#MgCu2
636029,GdNi2,Laves(cub)#MgCu2
610950,MoAs2,MoAs2
628217,LaCu2,SmNiSb
252758,CaC2,CaC2-III(C12/m1)
107911,AmNi2,Laves(cub)#MgCu2
40105,SiO2,Rutile#TiO2
77971,GdH2,Fluorite#CaF2
602398,UAl2,Laves(cub)#MgCu2
56767,CaBr2,CaCl2
56001,SnO2,Rutile#TiO2
2351,TbFe2,TbFe2
105860,PuRh2,Laves(cub)#MgCu2
50470,Ca2Rh,Sr2IrH5+x
100918,RhSe2,Pyrite#FeS2(cP12)
631034,ErRu2,Laves(2H)#MgZn2
616460,TiBe2,Laves(cub)#MgCu2
193157,SiO2,Coesite#SiO2
197331,YMg2,Laves(2H)#MgZn2
79009,SiO2,Zeolite-ZSM-5(Pnma)-frame#Si96O192
230888,SnSe2,CdI2(hP3)
612160,Mn2Au,AlCr2#MoSi2
649616,SiPt2,Pt2Si
198770,NdCo2,Laves(cub)#MgCu2
198016,Sc2Al,Ni2In#Co1.75Ge
652236,ZrSe2,CdI2(hP3)
51949,La2In,Ni2In#Co1.75Ge
104559,ScIr2,Laves(cub)#MgCu2
43395,Ni2P,ZrNiAl#Fe2P
51961,Li2In,Li2Ga
603737,PtS2,BaSi2#EuGe2
186200,Re2P,Re2P
199320,LaSi2,ThSi2
104571,ThIr2,Laves(cub)#MgCu2
167954,TiO2,Rutile#TiO2
638979,HfV2,Laves(cub)#MgCu2
647175,NpO2,Fluorite#CaF2
649158,Zr2Pd,CuZr2
656078,CeRu2,MgCu2(filled)-frame
607237,DyAl2,Laves(cub)#MgCu2
621596,CeNi2,Laves(cub)#MgCu2
647613,VO2,Rutile#TiO2
38069,VF2,Rutile#TiO2
58945,CaZn2,CeCu2
104217,HfMo2,Laves(cub)#MgCu2
615633,UB2,AlB2
58951,CeCd2,Cd2Ce
199452,MoS2,MoS2(4H)
30421,NbB2,AlB2
102672,CoSn2,CuAl2
150652,UAl2,Laves(cub)#MgCu2
25992,CdP2,ZnP2
658041,SmCu2,CeCu2
657372,Ta2Se,Ta2Se
647161,ZrNi2,Laves(cub)#MgCu2
610039,CoAs2,FeAsS#CoSb2
642019,LaTe2,PrOI
30347,PbI2,CdI2(hP3)
25993,CdP2,ZnP2
150653,UFe2,Laves(cub)#MgCu2
607222,Dy2Al,Co2Si
30420,TaB2,AlB2
59496,In2Pt,Fluorite#CaF2
199453,SnS2,CdI2(hP3)
104564,SrIr2,Laves(cub)#MgCu2
51974,Mg2In,ZrNiAl#Mg2In
31058,Ag2O,Cuprite#Cu2O
412683,CaMg2,Laves(2H)#MgZn2
64717,BaF2,Fluorite#CaF2
636941,Mg2Ge,Laves(cub)#MgCu2
636799,LaGe2,GdSi1.4
24333,SiP2,Pyrite#FeS2(cP12)
647174,NpO2,Fluorite#CaF2
167955,TiO2,Rutile#TiO2
199321,TaCo2,Laves(2H)#MgZn2
56969,Co2As,ZrNiAl#Fe2P
16395,LuO2,YOOH
26256,ReSe2,ReSe2
103579,NpFe2,Laves(cub)#MgCu2
104216,HfMo2,Laves(cub)#MgCu2
92095,ZrO2,Fluorite#CaF2
601647,MoS2,MoS2(4H)
100070,UC2,CaC2-I(I4/mmm)
619008,UC2,CaC2-I(I4/mmm)
607236,DyAl2,Laves(cub)#MgCu2
641263,KNa2,Laves(2H)#MgZn2
198771,CeCo2,Laves(cub)#MgCu2
27160,NiP2,KO2(mS12)
43394,Mn2P,ZrNiAl#Fe2P
33673,MnI2,CdI2(hP3)
199309,HoGa2,AlB2
104558,ScIr2,Laves(cub)#MgCu2
633805,TbFe2,Laves(cub)#MgCu2
31064,TiO2,Anatase#TiO2
645987,NdSi2,ThSi2
37401,PaO2,Fluorite#CaF2
602414,ErGa2,AlB2
60559,CaF2,Fluorite#CaF2
198003,TaCo2,Laves(2H)#MgZn2
646256,PrNi2,Laves(cub)#MgCu2
193156,SiO2,Coesite#SiO2
55284,CeO2,Cu2Se
57493,YbS2,Laves(cub)#MgCu2
230889,SnSe2,CdI2(hP3)
56766,CaBr2,CaCl2
40104,SiO2,Rutile#TiO2
252759,CaC2,CaC2-I(I4/mmm)
409260,BaGe2,BaSi2(oP24)
100919,NbS2,NbS2(hP6)
634159,ZrFe2,Laves(cub)#MgCu2
56014,WS2,MoS2(4H)
33840,TiO2,Rutile#TiO2
34691,H2O,"H2O(III,IX)"
69582,TaS2,NbS2(SmS)1.19_misfit(NbS2_part)
199484,TiCr2,Laves(cub)#MgCu2
633150,PrFe2,Laves(cub)#MgCu2
252765,CaC2,CaC2-I(I4/mmm)
650385,Sn2Rh,CuAl2
102854,TiCr2,Laves(2H)#MgZn2
197481,CeRu2,MgCu2(filled)-frame
196947,PrAl2,Laves(cub)#MgCu2
41540,ZrBr2,Zr6I12
158596,GeO2,Rutile#TiO2
630317,DySn2,ZrSi2
100925,PtS2,BaSi2#EuGe2
638987,HfV2,NdCo2
634165,ZrFe2,Laves(cub)#MgCu2
603911,NbS2,NbS2(hP6)
413210,SiO2,SiO2(mS24)
630465,ErFe2,MgCu2(filled)-frame
252771,CaC2,CaC2-I(I4/mmm)
647835,ThOs2,Laves(cub)#MgCu2
75197,NbO2,NbO2
647362,ReO2,PbO2#Fe2N.94
150337,EuGe2,EuGe2#PtTe2
626950,ZrCr2,Laves(2H)#MgZn2
411188,CaC2,CaC2-I(I4/mmm)
2191,BaCl2,Fluorite#CaF2
196562,CeAl2,Laves(cub)#MgCu2
25549,SbO2,Cervantite#Sb2O4
52919,CfO2,Fluorite#CaF2
630854,ErNi2,Laves(cub)#MgCu2
184172,NdMn2,NdMn2Hx(C2/m11)
630840,ErNi2,Laves(cub)#MgCu2
162391,NdO2,YOOH
37159,FeO2,FeOOH
104014,UGa2,AlB2
605623,Ag2O,Cuprite#Cu2O
102465,GdCo2,Laves(cub)#MgCu2
635938,GdMn2,Laves(cub)#MgCu2
39174,SnO2,Rutile#TiO2
633391,FeSb2,Marcasite#FeS2(oP6)
615356,B2Ru,RuB2
108148,SrPt2,Laves(cub)#MgCu2
647376,RuO2,Rutile#TiO2
626944,ZrCr2,Laves(2H)#MgZn2
104982,TbMn2,Laves(cub)#MgCu2
637861,GeSe2,GeS2(HT)
42288,CdI2,CdI2(hP39)
617569,DyC2,CaC2-I(I4/mmm)
647438,SiO2,Rutile#TiO2
642540,LuRe2,Laves(2H)#MgZn2
103747,HoGa2,AlB2
73727,NiF2,Rutile#TiO2
52931,CmTe2,PrOI
72439,Te2Au,AuTe2
609743,ZrAl2,Laves(2H)#MgZn2
280390,HfV2,Laves(cub)#MgCu2
168680,ErSn2,ZrSi2
98786,CoF2,Rutile#TiO2
172800,Al2Cu,CuAl2
198201,SiP2,Pyrite#FeS2(cP12)
104996,UMn2,Laves(cub)#MgCu2
260502,ErCo2,Laves(cub)#MgCu2
76139,Ge2Mo,AlCr2#MoSi2
633420,ScFe2,Laves(cub)#MgCu2
630129,DyPt2,Laves(cub)#MgCu2
89660,SiO2,Quartz(low)#SiO2
42277,CdI2,CdI2(hR18)
96026,CrSi2,CrSi2
15449,ThSi2,AlB2
161897,NiO2,Brucite#Mg(OH)2
58549,MnAu2,AlCr2#MoSi2
625524,UCo2,Laves(cub)#MgCu2
261185,CaH2,Cotunnite#PbCl2
605838,SiAg2,Re2U
201671,ThS2,Co2Si
248517,CaSi2,CaSi2(hR6)
635723,GdGe2,ThSi2
646915,ThNi2,AlB2
291504,MnS2,PdS2
44612,Fe2N,V2N
23689,ErC2,CaC2-I(I4/mmm)
86547,SiO2,Si24O48
42263,CdI2,CdI2(hP27)
252201,SnS2,CdI2(hP3)
411177,SnBr2,Cotunnite#PbCl2
621018,CeFe2,Laves(cub)#MgCu2
58213,YAl2,Laves(cub)#MgCu2
625518,UCo2,Laves(cub)#MgCu2
103790,Mg2Ga,Mg2Ga
106830,GdRu2,Laves(cub)#MgCu2
86209,CaCl2,Cotunnite#PbCl2
42539,CoSe2,Pyrite#FeS2(cP12)
35969,PbO2,CaCl2
292031,YFe2,Laves(cub)#MgCu2
622263,CeTe2,PrOI
61486,DTa2,Ta2H(oS6)
158780,TiO2,PbO2#Fe2N.94
609780,AmO2,Fluorite#CaF2
158958,SiO2,PdF2(cP12)
418966,CaAl2,Laves(cub)#MgCu2
74672,UC2,CaC2-I(I4/mmm)
646108,Ni2P,ZrNiAl#Fe2P
621193,CeGe2,ThSi2
142647,NiTe2,BaSi2#EuGe2
29561,MnO2,hcp(filled)#Nb2N
150525,LuRu2,Laves(2H)#MgZn2
101018,TaNi2,AlCr2#MoSi2
608273,LaAl2,Laves(cub)#MgCu2
645373,NbSe2,NbS2(hP6)
653511,Zr2Zn,CuZr2
142653,NiTe2,BaSi2#EuGe2
102277,CeRu2,Laves(cub)#MgCu2
632845,NdFe2,Laves(cub)#MgCu2
41805,FeAs2,Marcasite#FeS2(oP6)
74666,YC2,CaC2-I(I4/mmm)
648131,SiP2,Pyrite#FeS2(cP12)
601257,ZnP2,ZnP2
201088,Ni2H,BiTeI
236624,EuAl2,Laves(cub)#MgCu2
759766,MnO2,CaCl2
23716,B2W,WB2
101030,RbBi2,Laves(cub)#MgCu2
150519,PrOs2,Laves(2H)#MgZn2
258843,SnN2,Pyrite#FeS2(cP12)
186639,FeSb2,CuAl2
103627,SmFe2,Laves(cub)#MgCu2
197720,USi2,ThSi2
230527,ZrB2,AlB2
649213,PrRe2,Laves(2H)#MgZn2
151175,GaAg2,ZrNiAl#Mg2In
759772,MnO2,CaCl2
28864,CdF2,Fluorite#CaF2
625336,Ta2Co,CuAl2
42303,CdI2,CdI2(hP21)
14145,NiF2,Rutile#TiO2
631425,EuNi2,Laves(4H)#MgNi2
156197,SiO2,Quartz(low)#SiO2
1249,In2Bi,Ni2In#Co1.75Ge
55119,Rb2Te,Ni2In#Co1.75Ge
42465,YO2,Bixbyite#Mn2-xO3
615593,TiB2,AlB2
624982,CoSe2,Pyrite#FeS2(cP12)
643919,YbMn2,Laves(2H)#MgZn2
42317,CdI2,CdI2(hR24)
9167,CoF2,Rutile#TiO2
80042,ZrO2,Baddeleyite#ZrO2(mP12)
625322,Ta2Co,CuAl2
199094,RuS2,Pyrite#FeS2(cP12)
82655,UTe2,UTe2
110698,Ti2S,Ta2P
15267,BS2,BS2
104835,NdMg2,Laves(cub)#MgCu2
58367,Th2Ag,CuAl2
191386,Zr2Co,CuAl2
630707,ErIr2,Laves(cub)#MgCu2
609186,PuAl2,Laves(cub)#MgCu2
55125,Rb2Te,Ni2In#Co1.75Ge
625478,TiCo2,Laves(cub)#MgCu2
259234,SmFe2,TbFe2
58373,TmAg2,AlCr2#MoSi2
246314,D2Mg,Rutile#TiO2
26861,TiS2,CdI2(hP3)
103196,DyHg2,CaHg2
625691,ZrCo2,Laves(cub)#MgCu2
652419,TiSi2,ZrSi2
102707,TiCo2,Laves(cub)#MgCu2
651676,TiSb2,CuAl2
14390,TaTe2,NbTe2
633781,TaFe2,Laves(2H)#MgZn2
645617,NdNi2,Laves(cub)#MgCu2
644509,ZrMo2,Laves(cub)#MgCu2
612029,In2Au,Fluorite#CaF2
614458,HoB2,AlB2
102713,UCo2,Laves(cub)#MgCu2
647766,ScOs2,Laves(2H)#MgZn2
100104,NdC2,CaC2-I(I4/mmm)
197536,NdSn2,UGe2
642636,LuZn2,CeCu2
151405,Al2Au,Fluorite#CaF2
616501,Be2W,Laves(2H)#MgZn2
73323,Te2W,WTe2
100892,CoS2,Pyrite#FeS2(cP12)
60439,K2S,Fluorite#CaF2
123093,ZrO2,Zirconia#ZrO2(HT)
198177,Al2Cu,CuAl2
26478,UC2,CaC2-I(I4/mmm)
650540,YRh2,Laves(cub)#MgCu2
616515,ZrBe2,SmNiSb
160814,UO2,Fluorite#CaF2
103431,EuPt2,Laves(cub)#MgCu2
41385,Te2Pt,EuGe2#PtTe2
198611,BaSi2,SrSi2
642622,LuTe2,PrOI
197522,ErCo2,Laves(cub)#MgCu2
34929,SiO2,Cristobalite#SiO2
169603,TiH2,ThH2
632448,LuFe2,Laves(2H)#MgZn2
613486,CrB2,AlB2
56160,BaC2,CaC2-I(I4/mmm)
33934,Te2Ir,BaSi2#EuGe2
631155,ErSi2,AlB2
42115,FeSe2,Marcasite#FeS2(oP6)
151388,Mg2Sn,Fluorite#CaF2
164455,CoS2,Pyrite#FeS2(cP12)
625646,YCo2,Laves(cub)#MgCu2
198836,ThSi2,ThSi2
621408,CeIr2,Laves(cub)#MgCu2
131332,NiP2,Pyrite#FeS2(cP12)
656680,AlPt2,Co2Si
57530,CaAl2,Laves(cub)#MgCu2
2218,BaSi2,SrSi2
651689,TmSb2,HoSb2
620070,LaCd2,Cd2Ce
43223,Cr2As,Cu2Sb
87507,Ta2P,Ta2P
15071,RuO2,Rutile#TiO2
112299,Fe2P,ZrNiAl#Fe2P
42897,LaC2,CaC2-I(I4/mmm)
167160,CeO2,Fluorite#CaF2
634007,UFe2,Laves(cub)#MgCu2
58167,SrAl2,Laves(cub)#MgCu2
632310,HoFe2,Laves(cub)#MgCu2
58601,TbAu2,AlCr2#MoSi2
53998,ZrO2,Fluorite#CaF2
280741,SiO2,Zeolite-IFR-frame#Si32O64
625678,ZrCo2,Laves(cub)#MgCu2
632304,HoFe2,Laves(cub)#MgCu2
624566,NpCo2,Laves(cub)#MgCu2
19891,TiSi2,TiSi2
650581,RuS2,Pyrite#FeS2(cP12)
169629,TiO2,Rutile#TiO2
56176,D2Tb,Fluorite#CaF2
169601,TiH2,Fluorite#CaF2
86141,TaTe2,NbTe2
649946,PuSb2,SmSb2
625644,YCo2,Laves(cub)#MgCu2
196819,CrB2,AlB2
164457,CoS2,Pyrite#FeS2(cP12)
42117,NiSb2,Marcasite#FeS2(oP6)
6054,YbCl2,SrI2
43209,SiPd2,ZrNiAl#Fe2P
638615,HfMo2,Laves(4H)#MgNi2
56162,CeC2,CaC2-I(I4/mmm)
633998,UFe2,Laves(cub)#MgCu2
198161,ZrZn2,Laves(cub)#MgCu2
100890,HfS2,CdI2(hP3)
151361,Mg2Pb,Fluorite#CaF2
24279,BW2,CuAl2
616265,Be2Fe,Laves(2H)#MgZn2
63654,MnF2,Rutile#TiO2
81809,B2Mo,AlB2
607368,ErAl2,Laves(cub)#MgCu2
644245,MoS2,MoS2(4H)
197520,DyCo2,Laves(cub)#MgCu2
40099,SiO2,Rutile#TiO2
187733,MnB2,AlB2
41387,Te2Pd,EuGe2#PtTe2
647758,Sb2Os,Marcasite#FeS2(oP6)
649013,Te2Pd,EuGe2#PtTe2
108200,Ca2Rh,Sr2IrH5+x
103355,DyPt2,Laves(cub)#MgCu2
652355,TbSi2,GdSi1.4
604113,CeRu2,Laves(cub)#MgCu2
90086,Te2Ir,IrTe2
631180,ErTe2,PrOI
199243,HfW2,Laves(cub)#MgCu2
30230,Cu2Se,Heusler(half)#AlLiSi#MgAgAs
197508,NiSe2,Pyrite#FeS2(cP12)
625693,ZrCo2,Laves(cub)#MgCu2
20745,CdI2,CdI2(hP9)
24523,PbF2,Fluorite#CaF2
607354,ErAl2,Laves(cub)#MgCu2
102711,TmCo2,Laves(cub)#MgCu2
76271,NiF2,Rutile#TiO2
103369,DySi2,AlB2
102077,Ti2Cd,CuZr2
198149,MnSe2,Pyrite#FeS2(cP12)
55127,Rb2Te,Ni2In#Co1.75Ge
611913,Gd2Au,Co2Si
391328,Fe2B,CuAl2
605966,YbAg2,AlCr2#MoSi2
58365,TbAg2,AlCr2#MoSi2
629532,D2V,Fluorite#CaF2
42329,Mn2As,Cu2Sb
650783,YbRu2,Laves(2H)#MgZn2
613876,Fe2B,CuAl2
26863,TiTe2,CdI2(hP3)
246316,D2Mg,Rutile#TiO2
104823,LuRh2,Laves(cub)#MgCu2
105283,NdRh2,Laves(cub)#MgCu2
5005,V2C,CdI2(hP3)
197939,Ti2N,NaCl(defect)
93028,ZrO2,Zirconia#ZrO2(HT)
615591,TiB2,AlB2
156195,SiO2,Coesite#SiO2
631341,EuIn2,CaIn2
82643,UTe2,UTe2
625334,TaCo2,Laves(2H)#MgZn2
46167,Er2Al,Co2Si
58359,SrAg2,CeCu2
82657,TiO2,"(Sn,Sb)O2"
602947,TaB2,AlB2
9165,MnF2,Rutile#TiO2
42315,CdI2,CdI2(hP48)
59735,Tl2S,Tl2S
624980,CoSe2,Pyrite#FeS2(cP12)
622329,CeZn2,CeCu2
197905,HfW2,Laves(cub)#MgCu2
122833,Mg2Sn,Fluorite#CaF2
602012,NpH2,Fluorite#CaF2
197736,TbMn2,Laves(cub)#MgCu2
42498,SiO2,Quartz(high)#SiO2
106985,ZrCr2,Mn2ZrHx-frame#MgZn2
640547,Sm2In,Ni2In#Co1.75Ge
759764,MnO2,CaCl2
103143,YCu2,CeCu2
759770,MnO2,CaCl2
642422,LuMg2,Laves(2H)#MgZn2
608265,LaAl2,Laves(cub)#MgCu2
150527,ZrAl2,Laves(2H)#MgZn2
24721,HfH2,ThH2
614894,NbB2,AlB2
103619,ScFe2,Laves(cub)#MgCu2
653507,ZrZn2,Laves(cub)#MgCu2
605999,Zr2Ag,CuZr2
112714,MnO2,MnO2
759758,MnO2,CaCl2
142645,NiTe2,BaSi2#EuGe2
74670,YbC2,CaC2-I(I4/mmm)
199055,ZrFe2,Laves(cub)#MgCu2
142651,NiTe2,BaSi2#EuGe2
104604,YbIr2,Laves(cub)#MgCu2
76715,Si2Ni,Fluorite#CaF2
230519,ZrB2,AlB2
608271,LaAl2,Laves(cub)#MgCu2
150533,ThGa2,ThSi2
106832,ErMn2,Laves(cub)#MgCu2
103792,MgGa2,CaIn2
230486,CaAg2,CeCu2
643847,TmMn2,Laves(2H)#MgZn2
58577,PrAu2,CeCu2
142916,TiO2,Anatase#TiO2
58211,Y2Al,Co2Si
163700,DyCo2,Laves(cub)#MgCu2
42249,CdI2,CdI2(hP51)
252203,SnS2,CdI2(hP3)
48016,ZnI2,CdI2(hP3)
248529,CaSi2,ThSi2
30813,CdI2,CdI2(hP21)
199860,TiS2,CdI2(hP3)
9993,ZrO2,Zirconia#ZrO2(HT)
620476,SmCd2,Cd2Ce
636214,GdPt2,Laves(cub)#MgCu2
